RSSI1,RSSI2,RSSI3,RSSI4,X,Y
59,59,60,67,5,5
60,66,60,60,5,5
60,59,56,68,5,5
71,66,63,62,5,5
59,59,59,60,5,5
60,62,59,62,5,5
71,62,63,62,5,5
61,65,59,62,5,5
59,65,59,61,5,5
59,65,63,60,5,5
72,59,63,67,5,5
71,62,59,67,5,5
60,62,63,61,5,5
74,65,59,60,5,5
60,62,63,67,5,5
59,65,59,66,5,5
70,65,56,60,5,5
60,59,59,60,5,5
72,62,57,60,5,5
71,65,56,60,5,5
71,62,59,62,5,5
71,59,59,66,5,5
59,59,63,61,5,5
60,65,56,66,5,5
59,59,59,66,5,5
71,65,63,60,5,5
59,59,59,60,5,5
59,62,59,63,5,5
60,65,59,62,5,5
71,59,63,60,5,5
60,65,56,67,5,5
58,62,59,67,5,5
60,59,63,60,5,5
60,59,63,60,5,5
70,65,59,62,5,5
59,62,56,60,5,5
71,65,57,62,5,5
59,62,63,62,5,5
63,59,59,69,5,5
59,62,56,62,5,5
60,62,62,62,5,5
58,59,56,60,5,5
71,62,56,62,5,5
60,62,63,67,5,5
71,65,56,62,5,5
59,59,56,68,5,5
61,62,56,63,5,5
59,63,57,67,5,5
60,65,59,62,5,5
70,65,59,61,5,5
70,64,59,66,5,5
70,59,61,62,5,5
72,65,60,68,5,5
59,59,56,75,5,5
71,59,64,59,5,5
60,62,56,67,5,5
59,62,63,66,5,5
72,65,58,68,5,5
70,65,57,62,5,5
60,63,63,62,5,5
69,59,57,67,5,5
59,63,59,67,5,5
69,59,56,60,5,5
59,63,59,62,5,5
69,62,56,68,5,5
59,62,59,68,5,5
61,64,63,59,5,5
59,62,59,59,5,5
69,65,63,67,5,5
59,65,63,67,5,5
59,63,57,60,5,5
59,62,63,59,5,5
61,65,56,62,5,5
59,65,63,60,5,5
71,66,63,62,5,5
60,63,63,67,5,5
71,65,59,60,5,5
59,61,57,60,5,5
71,65,60,63,5,5
68,59,62,69,5,5
61,61,59,61,5,5
59,59,59,67,5,5
72,59,63,60,5,5
60,63,59,67,5,5
57,59,56,69,5,5
71,62,63,61,5,5
60,65,66,60,5,5
60,66,59,62,5,5
72,59,59,67,5,5
60,62,62,67,5,5
69,62,59,62,5,5
61,65,55,60,5,5
71,62,63,67,5,5
59,62,56,62,5,5
71,59,59,67,5,5
60,62,62,69,5,5
71,59,56,62,5,5
59,59,57,66,5,5
59,59,63,60,5,5
59,65,62,67,5,5
59,62,59,67,5,5
60,65,59,62,5,5
72,62,56,62,5,5
72,63,59,62,5,5
71,62,63,67,5,5
59,62,59,67,5,5
72,59,56,60,5,5
72,65,59,62,5,5
59,65,63,60,5,5
60,59,62,67,5,5
71,65,63,67,5,5
60,65,56,60,5,5
60,66,59,67,5,5
72,59,59,60,5,5
72,59,59,67,5,5
60,62,56,62,5,5
59,62,56,67,5,5
59,62,59,67,5,5
71,63,59,62,5,5
73,62,63,67,5,5
73,62,56,62,5,5
73,62,59,67,5,5
61,62,59,60,5,5
61,62,57,62,5,5
72,62,63,67,5,5
60,65,63,60,5,5
72,66,59,67,5,5
72,63,59,62,5,5
72,59,62,60,5,5
71,62,56,62,5,5
60,65,63,67,5,5
72,62,56,62,5,5
60,66,59,60,5,5
73,62,56,62,5,5
75,62,56,66,5,5
71,62,56,62,5,5
59,62,62,60,5,5
62,62,63,65,5,5
60,65,59,60,5,5
73,66,56,67,5,5
61,59,63,60,5,5
72,66,59,60,5,5
72,66,63,60,5,5
73,59,59,60,5,5
59,59,63,67,5,5
59,59,63,62,5,5
60,63,63,60,5,5
66,67,60,62,5,5
72,66,59,60,5,5
60,62,56,60,5,5
72,62,56,67,5,5
60,62,56,67,5,5
71,63,63,67,5,5
71,59,62,62,5,5
63,60,56,67,6,5
65,62,59,57,6,5
63,57,56,66,6,5
65,57,55,57,6,5
64,59,56,63,6,5
65,59,56,68,6,5
62,59,56,63,6,5
62,59,59,58,6,5
65,62,56,57,6,5
62,59,55,58,6,5
62,59,56,68,6,5
64,57,55,62,6,5
62,59,59,58,6,5
63,59,59,62,6,5
62,57,56,67,6,5
65,57,59,62,6,5
62,57,56,57,6,5
65,63,55,63,6,5
65,57,55,62,6,5
64,62,56,62,6,5
65,59,59,62,6,5
63,63,59,66,6,5
64,62,56,67,6,5
65,62,56,68,6,5
62,63,55,62,6,5
62,59,59,57,6,5
63,63,56,57,6,5
65,57,55,57,6,5
64,60,56,62,6,5
62,59,56,67,6,5
64,57,56,68,6,5
62,59,55,62,6,5
63,63,55,62,6,5
65,63,56,67,6,5
66,63,59,57,6,5
66,59,56,68,6,5
67,57,59,58,6,5
62,57,59,63,6,5
67,62,55,57,6,5
66,59,59,57,6,5
66,59,56,57,6,5
64,57,56,57,6,5
62,59,56,63,6,5
64,63,56,67,6,5
67,57,59,68,6,5
63,62,56,67,6,5
65,57,56,57,6,5
65,59,55,57,6,5
65,57,59,62,6,5
65,57,59,67,6,5
65,62,56,62,6,5
64,58,55,67,6,5
63,59,56,62,6,5
64,57,59,57,6,5
64,59,56,62,6,5
63,57,56,57,6,5
63,59,56,57,6,5
64,63,59,69,6,5
64,62,56,57,6,5
62,57,56,67,6,5
66,63,56,68,6,5
62,57,59,67,6,5
65,63,56,62,6,5
65,57,56,65,6,5
62,59,56,58,6,5
64,57,56,62,6,5
62,57,56,57,6,5
63,57,56,62,6,5
65,57,56,66,6,5
62,63,55,57,6,5
64,59,55,58,6,5
62,59,59,57,6,5
62,59,56,58,6,5
64,62,56,67,6,5
65,62,55,57,6,5
66,59,56,65,6,5
63,57,56,57,6,5
64,62,59,67,6,5
62,59,55,66,6,5
63,57,59,62,6,5
63,57,55,67,6,5
65,57,56,58,6,5
63,57,59,67,6,5
63,59,56,58,6,5
63,59,59,67,6,5
65,57,56,58,6,5
64,59,56,68,6,5
65,57,56,67,6,5
63,57,55,67,6,5
63,57,56,62,6,5
63,62,59,67,6,5
64,57,59,67,6,5
64,57,56,58,6,5
63,63,56,66,6,5
63,63,56,62,6,5
65,63,55,66,6,5
63,59,56,62,6,5
63,63,56,58,6,5
63,57,56,61,6,5
63,62,56,58,6,5
63,59,55,58,6,5
64,57,56,67,6,5
62,62,59,62,6,5
63,59,56,57,6,5
63,59,59,66,6,5
65,57,56,67,6,5
62,59,55,57,6,5
65,59,56,62,6,5
63,57,56,57,6,5
65,62,56,66,6,5
65,59,56,57,6,5
63,59,59,62,6,5
65,57,56,67,6,5
63,57,59,58,6,5
64,62,55,67,6,5
65,57,55,58,6,5
65,59,56,57,6,5
65,63,56,57,6,5
65,63,56,67,6,5
64,59,59,68,6,5
63,62,59,57,6,5
66,62,55,62,6,5
63,59,56,62,6,5
63,62,56,66,6,5
62,57,55,65,6,5
65,57,59,57,6,5
62,59,56,67,6,5
62,62,56,57,6,5
65,57,55,57,6,5
63,62,59,62,6,5
66,59,59,57,6,5
62,62,55,67,6,5
64,59,59,66,6,5
64,57,55,58,6,5
64,62,56,62,6,5
65,59,56,58,6,5
63,57,59,57,6,5
65,57,56,62,6,5
65,59,59,57,6,5
62,57,55,62,6,5
65,57,56,62,6,5
66,57,56,67,6,5
63,62,59,62,6,5
66,57,56,63,6,5
67,59,59,66,6,5
64,57,56,57,6,5
63,57,56,67,6,5
63,57,56,62,6,5
63,59,59,62,6,5
65,57,55,57,6,5
65,59,56,57,6,5
65,59,59,67,6,5
64,57,56,66,6,5
63,59,56,57,6,5
63,59,56,61,6,5
65,62,59,58,6,5
63,63,59,62,6,5
63,58,61,75,6,5
63,59,56,57,6,5
63,62,59,69,6,5
65,57,59,62,6,5
66,62,56,68,6,5
65,62,56,57,6,5
62,62,55,68,6,5
65,59,56,67,6,5
63,57,60,57,6,5
64,57,59,68,6,5
63,57,56,57,6,5
63,57,59,57,6,5
65,59,56,57,6,5
63,62,56,61,6,5
63,57,56,57,6,5
65,62,56,62,6,5
66,57,56,62,6,5
66,57,56,58,6,5
63,62,55,62,6,5
63,57,56,57,6,5
63,57,59,63,6,5
62,59,59,57,6,5
63,57,55,62,6,5
66,57,59,62,6,5
64,62,55,62,6,5
66,60,55,61,6,5
62,63,56,62,6,5
63,59,56,68,6,5
62,63,56,62,6,5
63,57,59,62,6,5
63,59,56,67,6,5
64,57,59,58,6,5
66,57,56,58,6,5
63,62,56,68,6,5
63,57,55,57,6,5
65,59,56,58,6,5
65,62,56,68,6,5
63,62,59,57,6,5
65,57,59,57,6,5
65,59,56,68,6,5
66,57,59,68,6,5
65,59,56,68,6,5
64,62,60,57,6,5
63,59,56,58,6,5
64,59,56,62,6,5
63,59,56,62,6,5
63,57,56,57,6,5
64,57,55,57,6,5
63,62,55,57,6,5
63,57,55,63,6,5
63,62,56,69,6,5
62,63,55,68,6,5
66,57,55,68,6,5
62,57,56,62,6,5
65,57,56,57,6,5
65,59,59,67,6,5
64,59,56,57,6,5
64,59,56,66,6,5
65,60,55,62,6,5
63,62,56,57,6,5
63,57,59,67,6,5
65,59,55,57,6,5
63,57,56,62,6,5
64,59,59,62,6,5
63,60,56,57,6,5
65,60,55,67,6,5
63,57,56,57,6,5
63,59,56,62,6,5
65,62,56,62,6,5
65,57,59,62,6,5
65,57,56,57,6,5
66,59,55,62,6,5
65,62,59,62,6,5
65,59,56,62,6,5
65,57,59,57,6,5
63,63,59,62,6,5
64,60,55,61,7,5
59,64,56,57,7,5
62,64,56,57,7,5
62,62,56,57,7,5
59,61,57,57,7,5
62,64,55,61,7,5
59,61,56,57,7,5
65,63,55,57,7,5
63,64,56,57,7,5
63,61,59,57,7,5
63,61,56,57,7,5
62,64,56,57,7,5
59,59,56,57,7,5
59,64,58,57,7,5
62,62,56,57,7,5
63,65,59,61,7,5
59,61,59,61,7,5
63,61,58,57,7,5
63,59,56,57,7,5
63,61,56,57,7,5
63,64,56,57,7,5
62,61,56,61,7,5
63,64,56,61,7,5
59,59,59,57,7,5
63,59,56,57,7,5
59,64,56,57,7,5
63,61,56,57,7,5
63,59,58,57,7,5
59,62,55,61,7,5
63,62,56,57,7,5
62,59,56,61,7,5
59,62,56,57,7,5
59,65,55,57,7,5
63,65,56,61,7,5
59,59,56,57,7,5
62,64,56,57,7,5
62,61,56,57,7,5
63,59,55,61,7,5
59,61,58,57,7,5
59,61,59,57,7,5
63,65,56,57,7,5
63,61,56,57,7,5
59,61,58,57,7,5
62,61,56,57,7,5
63,59,56,61,7,5
63,61,59,57,7,5
63,65,56,57,7,5
62,65,58,57,7,5
63,59,56,57,7,5
63,59,55,57,7,5
59,59,56,57,7,5
62,59,56,57,7,5
63,59,59,61,7,5
59,61,58,57,7,5
63,59,56,57,7,5
59,61,56,57,7,5
62,65,59,57,7,5
63,61,56,57,7,5
62,61,56,61,7,5
62,61,56,61,7,5
62,64,56,61,7,5
59,64,58,57,7,5
59,64,56,57,7,5
63,61,56,57,7,5
63,64,58,57,7,5
59,61,58,57,7,5
62,64,56,57,7,5
62,61,56,57,7,5
59,61,56,57,7,5
64,59,56,61,7,5
62,64,58,57,7,5
64,59,55,57,7,5
59,59,59,57,7,5
64,61,56,57,7,5
64,64,58,57,7,5
63,61,55,61,7,5
62,59,58,57,7,5
59,61,56,57,7,5
59,59,56,57,7,5
64,61,56,61,7,5
64,64,58,57,7,5
62,64,58,61,7,5
59,61,56,61,7,5
59,59,56,57,7,5
62,59,56,61,7,5
62,64,56,57,7,5
64,64,59,57,7,5
64,61,55,57,7,5
59,59,56,57,7,5
62,61,56,57,7,5
59,59,58,61,7,5
62,59,59,57,7,5
62,59,56,57,7,5
64,61,56,57,7,5
59,59,59,61,7,5
59,61,59,61,7,5
64,59,56,57,7,5
59,59,56,57,7,5
62,59,56,57,7,5
59,61,56,57,7,5
62,59,58,61,7,5
62,64,56,61,7,5
62,59,56,61,7,5
64,64,56,61,7,5
64,59,58,61,7,5
63,61,56,57,7,5
63,65,58,57,7,5
62,62,58,60,7,5
59,59,56,57,7,5
63,61,56,61,7,5
62,65,56,57,7,5
63,65,56,61,7,5
63,59,59,57,7,5
63,59,56,57,7,5
59,59,56,61,7,5
59,59,56,61,7,5
62,64,56,57,7,5
59,59,56,57,7,5
63,61,56,57,7,5
59,61,58,61,7,5
62,64,56,57,7,5
59,64,55,57,7,5
63,61,59,57,7,5
63,59,56,61,7,5
63,59,56,57,7,5
59,59,56,57,7,5
62,64,59,57,7,5
62,61,58,61,7,5
62,59,56,57,7,5
62,61,56,57,7,5
59,61,57,61,7,5
64,59,58,61,7,5
63,65,55,61,7,5
59,59,56,61,7,5
63,59,58,57,7,5
59,64,56,57,7,5
62,59,56,57,7,5
59,61,56,61,7,5
59,64,56,61,7,5
59,64,56,57,7,5
62,61,56,61,7,5
63,59,58,57,7,5
63,61,55,57,7,5
59,64,56,57,7,5
59,59,58,57,7,5
59,59,56,57,7,5
59,61,59,61,7,5
59,59,59,57,7,5
62,59,59,57,7,5
59,65,56,61,7,5
59,64,59,58,7,5
60,65,59,57,7,5
64,61,56,57,7,5
63,61,58,61,7,5
62,61,59,57,7,5
62,59,56,57,7,5
59,61,56,57,7,5
62,59,56,61,7,5
59,59,56,57,7,5
63,64,56,61,7,5
63,64,56,61,7,5
62,64,55,61,7,5
63,59,56,57,7,5
63,64,55,61,7,5
63,64,57,57,7,5
59,64,56,61,7,5
59,59,56,61,7,5
59,61,59,57,7,5
63,64,56,61,7,5
59,61,56,61,7,5
62,64,56,57,7,5
59,59,56,61,7,5
59,65,59,61,7,5
59,59,56,61,7,5
62,61,56,57,7,5
59,61,58,57,7,5
59,61,55,61,7,5
94,69,59,57,8,5
65,63,56,59,8,5
66,63,58,57,8,5
89,63,59,57,8,5
69,65,57,59,8,5
69,66,57,57,8,5
65,69,59,59,8,5
65,69,57,57,8,5
69,65,56,59,8,5
66,66,59,60,8,5
82,63,59,58,8,5
65,66,60,59,8,5
65,63,56,57,8,5
65,63,60,59,8,5
81,69,59,60,8,5
81,65,56,57,8,5
71,63,59,58,8,5
71,69,57,57,8,5
65,69,57,57,8,5
65,65,57,59,8,5
65,65,59,57,8,5
88,69,57,57,8,5
65,63,57,60,8,5
65,65,60,60,8,5
65,65,58,57,8,5
65,63,56,57,8,5
90,65,56,57,8,5
65,65,59,57,8,5
65,63,59,58,8,5
71,65,59,57,8,5
71,63,58,57,8,5
86,63,59,57,8,5
71,69,56,57,8,5
71,63,57,57,8,5
86,69,56,57,8,5
70,65,58,57,8,5
65,65,56,58,8,5
65,63,56,58,8,5
71,63,59,57,8,5
87,69,57,58,8,5
87,63,56,58,8,5
87,63,58,57,8,5
65,69,59,58,8,5
86,63,59,57,8,5
65,63,59,59,8,5
65,65,56,58,8,5
65,69,59,58,8,5
89,65,58,60,8,5
70,69,58,60,8,5
87,65,59,59,8,5
65,65,59,57,8,5
71,69,58,57,8,5
71,63,59,60,8,5
65,63,57,57,8,5
89,63,58,57,8,5
85,65,59,57,8,5
65,65,56,60,8,5
88,63,60,59,8,5
65,63,58,58,8,5
85,63,57,60,8,5
71,63,58,60,8,5
65,63,56,58,8,5
72,65,56,58,8,5
71,65,59,57,8,5
71,63,56,57,8,5
65,69,58,58,8,5
71,69,59,60,8,5
65,69,57,59,8,5
86,66,59,58,8,5
71,65,59,59,8,5
65,66,58,60,8,5
71,69,57,58,8,5
65,69,57,58,8,5
65,64,59,58,8,5
84,65,59,60,8,5
70,63,57,60,8,5
65,69,59,58,8,5
65,69,57,57,8,5
87,69,57,58,8,5
71,69,56,58,8,5
84,63,59,59,8,5
65,63,59,57,8,5
71,68,56,58,8,5
65,68,58,58,8,5
71,63,56,59,8,5
65,68,59,58,8,5
84,63,56,57,8,5
65,65,57,58,8,5
89,69,56,60,8,5
86,65,56,59,8,5
71,65,59,60,8,5
70,63,57,59,8,5
84,63,57,59,8,5
85,65,60,59,8,5
88,69,59,57,8,5
86,65,58,60,8,5
87,69,56,57,8,5
70,65,57,59,8,5
70,65,57,58,8,5
65,65,58,60,8,5
71,69,56,57,8,5
66,65,57,58,8,5
84,63,60,57,8,5
66,63,59,58,8,5
82,69,59,57,8,5
82,70,57,60,8,5
71,65,58,60,8,5
66,65,57,57,8,5
71,63,59,57,8,5
65,70,57,57,8,5
83,70,56,57,8,5
66,65,56,57,8,5
70,65,58,60,8,5
65,66,56,58,8,5
70,63,56,59,8,5
69,63,60,60,8,5
65,65,56,58,8,5
65,65,56,58,8,5
87,65,58,58,8,5
65,69,59,60,8,5
70,65,56,57,8,5
87,63,56,60,8,5
70,65,59,58,8,5
70,69,56,58,8,5
65,65,56,57,8,5
65,64,59,58,8,5
71,65,59,59,8,5
85,66,56,58,8,5
69,69,58,57,8,5
87,69,56,57,8,5
65,63,56,58,8,5
70,69,59,60,8,5
70,65,57,57,8,5
87,69,57,57,8,5
65,69,57,58,8,5
71,69,59,58,8,5
85,65,60,59,8,5
70,65,58,57,8,5
65,63,59,57,8,5
65,63,56,58,8,5
87,69,59,57,8,5
70,63,59,59,8,5
87,69,59,58,8,5
87,63,59,60,8,5
65,65,56,59,8,5
65,69,57,57,8,5
89,63,56,59,8,5
87,63,59,58,8,5
70,63,57,60,8,5
65,63,56,59,8,5
69,65,56,57,8,5
69,69,56,57,8,5
83,65,56,57,8,5
65,69,59,57,8,5
65,63,56,58,8,5
65,65,58,57,8,5
65,69,58,58,8,5
64,65,57,57,8,5
69,63,56,59,8,5
84,65,56,58,8,5
70,63,56,57,8,5
65,65,59,58,8,5
65,69,59,58,8,5
87,63,56,57,8,5
66,63,56,59,8,5
70,69,59,58,8,5
70,63,59,57,8,5
71,69,56,58,8,5
65,63,57,59,8,5
65,65,58,58,8,5
69,69,59,59,8,5
66,63,59,57,8,5
70,65,56,58,8,5
65,63,59,58,8,5
66,63,56,57,8,5
83,65,57,58,8,5
83,63,58,58,8,5
69,65,60,57,8,5
81,63,58,59,8,5
66,65,60,59,8,5
66,63,57,57,8,5
66,63,60,58,8,5
69,65,60,58,8,5
71,65,58,57,8,5
65,63,56,58,8,5
70,63,56,58,8,5
71,69,56,58,8,5
87,65,56,57,8,5
87,69,56,58,8,5
84,63,60,59,8,5
65,63,60,57,8,5
70,63,56,59,8,5
87,69,60,58,8,5
70,65,56,59,8,5
83,63,56,59,8,5
66,69,57,57,8,5
82,65,60,58,8,5
66,69,59,59,8,5
66,69,57,60,8,5
70,63,57,59,8,5
65,69,57,59,8,5
66,63,56,60,8,5
81,63,58,57,8,5
71,66,60,59,8,5
69,65,56,57,8,5
70,63,59,57,8,5
66,63,56,58,8,5
69,69,56,59,8,5
65,69,59,57,8,5
63,62,45,62,9,5
63,67,45,62,9,5
63,64,45,63,9,5
71,65,49,59,9,5
69,62,46,62,9,5
75,67,45,62,9,5
63,62,45,59,9,5
78,65,45,59,9,5
77,61,46,62,9,5
63,62,48,62,9,5
78,64,45,59,9,5
71,65,48,59,9,5
69,67,45,59,9,5
63,61,48,62,9,5
77,65,49,59,9,5
63,61,49,62,9,5
75,67,49,62,9,5
77,67,45,63,9,5
63,64,46,62,9,5
77,62,48,62,9,5
79,61,49,63,9,5
63,67,46,63,9,5
69,67,45,62,9,5
63,65,45,59,9,5
69,68,49,62,9,5
80,68,45,59,9,5
77,62,49,59,9,5
69,68,45,63,9,5
63,67,45,63,9,5
63,61,48,62,9,5
69,61,48,63,9,5
77,67,46,59,9,5
63,67,45,63,9,5
63,62,49,62,9,5
63,62,48,62,9,5
63,65,48,63,9,5
63,64,49,62,9,5
69,62,45,59,9,5
69,65,45,62,9,5
77,61,49,62,9,5
65,62,49,61,9,5
71,67,45,63,9,5
64,63,45,61,9,5
76,68,48,62,9,5
77,65,46,59,9,5
63,61,45,62,9,5
63,61,46,63,9,5
70,67,45,59,9,5
69,61,49,62,9,5
69,65,49,62,9,5
63,65,46,62,9,5
63,68,45,63,9,5
63,65,46,62,9,5
75,67,45,62,9,5
69,65,45,59,9,5
63,61,49,63,9,5
63,68,45,59,9,5
63,68,45,63,9,5
63,62,45,59,9,5
63,61,45,62,9,5
77,62,45,59,9,5
63,65,45,59,9,5
69,64,49,59,9,5
69,67,46,62,9,5
63,62,45,63,9,5
76,61,45,63,9,5
76,64,46,63,9,5
69,67,45,63,9,5
77,68,45,63,9,5
69,61,45,63,9,5
63,62,48,62,9,5
70,62,45,62,9,5
77,64,48,63,9,5
76,67,45,59,9,5
63,62,46,59,9,5
63,64,45,59,9,5
76,64,45,63,9,5
63,64,46,63,9,5
70,62,45,62,9,5
69,64,45,63,9,5
63,64,45,63,9,5
70,62,49,62,9,5
70,67,45,59,9,5
77,62,48,62,9,5
76,64,45,59,9,5
77,64,45,63,9,5
70,64,45,63,9,5
77,65,45,62,9,5
76,64,49,62,9,5
77,67,48,62,9,5
76,61,48,59,9,5
63,64,48,59,9,5
69,64,45,62,9,5
69,67,48,63,9,5
69,61,45,63,9,5
63,62,45,62,9,5
69,68,45,62,9,5
70,62,49,63,9,5
77,61,46,62,9,5
77,61,46,59,9,5
70,64,45,62,9,5
63,67,45,62,9,5
63,64,46,59,9,5
77,67,45,62,9,5
77,62,45,63,9,5
63,62,48,59,9,5
63,62,45,63,9,5
77,67,45,63,9,5
77,62,48,59,9,5
77,67,49,62,9,5
69,62,45,62,9,5
63,67,48,62,9,5
63,64,45,59,9,5
69,61,48,62,9,5
77,62,48,63,9,5
63,64,45,59,9,5
63,64,45,62,9,5
69,67,49,62,9,5
63,61,48,62,9,5
64,67,45,62,9,5
77,62,46,59,9,5
77,64,48,63,9,5
69,64,45,63,9,5
70,67,45,62,9,5
63,64,45,59,9,5
77,64,48,62,9,5
63,62,45,62,9,5
70,64,45,62,9,5
69,64,49,59,9,5
63,61,48,63,9,5
77,62,45,59,9,5
63,61,45,63,9,5
69,62,45,63,9,5
76,61,49,62,9,5
63,67,48,62,9,5
77,68,45,59,9,5
70,68,48,62,9,5
63,64,48,63,9,5
76,68,48,62,9,5
70,68,48,59,9,5
63,67,45,59,9,5
75,61,45,62,9,5
76,62,46,63,9,5
76,62,45,59,9,5
76,64,45,62,9,5
70,64,45,63,9,5
77,64,45,59,9,5
70,68,48,62,9,5
77,64,46,59,9,5
77,62,48,63,9,5
77,63,45,59,9,5
63,62,45,62,9,5
63,61,45,62,9,5
63,67,48,63,9,5
63,61,49,62,9,5
77,64,45,63,9,5
77,68,45,62,9,5
63,68,45,59,9,5
75,64,45,59,9,5
69,67,46,59,9,5
70,64,48,62,9,5
63,62,45,62,9,5
77,64,45,63,9,5
63,65,45,59,9,5
69,68,49,59,9,5
63,62,45,63,9,5
70,67,45,59,9,5
69,67,45,63,9,5
70,67,46,63,9,5
69,62,49,62,9,5
69,67,45,59,9,5
63,62,45,62,9,5
69,67,49,62,9,5
63,68,45,63,9,5
77,68,45,59,9,5
63,62,49,59,9,5
77,65,48,63,9,5
69,62,45,59,9,5
69,68,45,63,9,5
76,67,45,63,9,5
69,64,49,62,9,5
77,68,45,63,9,5
77,68,49,62,9,5
69,65,45,59,9,5
77,62,45,62,9,5
77,68,45,59,9,5
77,62,45,59,9,5
69,62,46,63,9,5
69,68,49,63,9,5
77,67,45,59,9,5
69,62,45,62,9,5
77,65,45,60,9,5
76,68,49,59,9,5
69,62,45,63,9,5
69,65,49,59,9,5
76,65,45,62,9,5
63,62,45,62,9,5
63,65,45,62,9,5
69,62,45,59,9,5
63,68,45,59,9,5
69,62,45,59,9,5
69,65,45,63,9,5
63,62,49,62,9,5
69,65,48,59,9,5
77,62,45,63,9,5
69,65,45,62,9,5
63,68,45,62,9,5
63,65,46,59,9,5
63,62,45,62,9,5
69,62,45,62,9,5
63,65,46,62,9,5
63,62,49,63,9,5
75,62,45,59,9,5
69,65,45,62,9,5
69,68,45,63,9,5
63,68,49,62,9,5
69,62,46,62,9,5
69,62,45,63,9,5
63,68,45,63,9,5
76,61,45,59,9,5
77,62,45,63,9,5
75,62,49,62,9,5
75,62,45,62,9,5
75,64,48,59,9,5
75,62,45,62,9,5
75,64,48,62,9,5
69,62,49,59,9,5
75,68,46,59,9,5
75,64,46,62,9,5
75,64,45,63,9,5
75,68,45,62,9,5
69,68,45,63,9,5
75,62,48,62,9,5
63,62,49,63,9,5
75,61,48,59,9,5
63,62,45,62,9,5
75,68,45,62,9,5
63,62,45,62,9,5
75,68,45,62,9,5
69,68,45,59,9,5
63,62,45,62,9,5
63,62,48,62,9,5
63,64,48,59,9,5
63,64,48,63,9,5
75,68,45,62,9,5
69,62,48,59,9,5
63,64,45,62,9,5
71,61,45,59,9,5
63,67,45,59,9,5
66,41,77,67,1,6
74,40,68,67,1,6
66,41,64,76,1,6
66,41,68,75,1,6
74,41,63,67,1,6
74,40,68,67,1,6
69,40,64,67,1,6
74,41,77,77,1,6
70,41,77,73,1,6
70,41,78,78,1,6
75,40,78,77,1,6
75,40,80,75,1,6
68,41,64,77,1,6
67,40,64,66,1,6
75,40,78,75,1,6
67,41,64,74,1,6
68,41,78,66,1,6
68,40,79,74,1,6
74,41,79,67,1,6
66,40,68,77,1,6
66,40,68,77,1,6
68,41,68,67,1,6
75,41,64,67,1,6
67,41,64,76,1,6
68,41,67,76,1,6
66,41,79,75,1,6
75,40,79,77,1,6
68,40,78,76,1,6
75,40,64,66,1,6
67,41,78,75,1,6
75,41,64,77,1,6
66,40,68,77,1,6
74,41,78,74,1,6
66,41,78,67,1,6
68,40,64,75,1,6
66,40,78,77,1,6
66,40,64,67,1,6
67,40,64,67,1,6
74,40,79,76,1,6
68,41,68,74,1,6
68,41,79,67,1,6
66,41,79,75,1,6
75,41,78,76,1,6
74,40,68,74,1,6
68,40,68,74,1,6
68,41,64,66,1,6
67,41,64,77,1,6
75,40,64,66,1,6
66,41,68,67,1,6
75,41,78,76,1,6
67,40,64,67,1,6
67,41,64,76,1,6
67,41,68,67,1,6
67,41,68,76,1,6
67,40,64,66,1,6
68,40,65,66,1,6
68,40,68,67,1,6
68,41,77,76,1,6
75,41,68,74,1,6
67,40,64,74,1,6
75,40,67,77,1,6
67,40,64,77,1,6
68,41,64,77,1,6
75,41,64,77,1,6
67,41,78,66,1,6
67,41,64,77,1,6
68,41,64,77,1,6
67,40,78,74,1,6
67,40,67,77,1,6
75,41,67,74,1,6
75,40,68,77,1,6
68,41,68,73,1,6
75,41,64,66,1,6
67,41,78,77,1,6
75,41,77,66,1,6
68,41,79,74,1,6
76,41,68,77,1,6
67,41,78,66,1,6
75,41,68,74,1,6
74,40,64,77,1,6
69,41,79,66,1,6
69,40,64,73,1,6
75,40,68,67,1,6
69,41,68,76,1,6
67,40,78,77,1,6
75,41,78,67,1,6
67,40,78,77,1,6
75,41,68,67,1,6
68,41,64,76,1,6
69,41,78,73,1,6
67,40,68,77,1,6
69,40,64,73,1,6
69,41,64,66,1,6
69,40,68,76,1,6
67,41,78,77,1,6
75,41,68,67,1,6
67,41,78,77,1,6
69,41,64,73,1,6
69,41,68,67,1,6
75,40,68,67,1,6
69,41,79,73,1,6
67,40,64,73,1,6
75,40,68,76,1,6
69,40,79,67,1,6
75,41,64,76,1,6
67,40,64,76,1,6
75,41,79,67,1,6
75,40,79,67,1,6
75,41,79,67,1,6
67,41,68,67,1,6
67,40,78,68,1,6
67,40,63,73,1,6
69,40,78,67,1,6
67,41,64,77,1,6
67,40,64,73,1,6
68,40,64,77,1,6
67,41,79,73,1,6
75,40,78,67,1,6
75,41,64,67,1,6
67,40,79,72,1,6
67,40,64,73,1,6
75,41,79,73,1,6
75,40,68,67,1,6
67,40,63,67,1,6
75,40,68,78,1,6
69,40,67,78,1,6
75,41,77,73,1,6
67,41,64,77,1,6
67,40,79,77,1,6
69,40,63,73,1,6
75,40,64,73,1,6
67,40,80,73,1,6
75,41,80,72,1,6
67,40,78,72,1,6
75,41,68,77,1,6
68,41,64,77,1,6
75,40,78,77,1,6
68,41,64,77,1,6
68,40,64,66,1,6
76,41,68,72,1,6
75,41,79,67,1,6
75,40,68,72,1,6
